Pressure (bar)
19
"37,2"
3
"39,5"
"41,1"
"40,2"
"38,9"
"39,7"
39
"27,9"
"1,5"
"40,4"
"38,9"
"39,9"
"37,2"
"38,9"
"37,6"
"38,8"
"40,2"
"6,4"
"38,8"
"38,5"
"40,5"
"40,2"
"38,8"
"39,2"
""
39
"39,2"
"38,9"
"7,4"
"40,5"
"38,9"
"1,8"
"39,1"
""
"38,8"
"38,8"
"40,4"
"38,7"
"36,9"
"38,8"
"8,1"
"40,8"
"39,9"
"39,2"
"41,1"
"39,2"
"38,9"
"22,1"
"2,7"
"4,5"
"38,7"
"38,3"
"12,3"
"37,2"
"38,7"
"39,3"
"39,2"
"39,5"
"38,8"
"39,2"
"37,9"
"36,4"
"38,8"
""
"1,2"
"39,2"
"39,5"
"40,9"
"37,7"
41
39
39
"39,5"
"41,3"
"41,3"
"38,8"
"39,3"
"38,8"
"40,4"
"0,9"
39
"38,9"
"37,1"
"3,4"
"20,9"
"20,4"
39
39
"1,4"
"2,3"
"39,5"
"40,4"
"39,7"
"38,5"
"37,6"
36
"39,1"
"41,1"
"39,2"
39
"38,8"
36
"12,6"
39
"1,5"
"19,9"
"38,8"
"38,9"
"40,7"
"8,1"
"38,9"
"38,8"
"38,9"
41
"40,6"
39
39
"41,1"
"8,4"
39
"0,7"
"0,8"
"36,9"
"41,1"
"13,4"
"38,8"
"38,9"
39
"38,9"
"41,3"
36
"13,9"
"39,2"
"38,9"
"13,6"
"39,1"
"40,5"
"40,1"
"41,2"
39
"38,9"
"38,9"
"39,2"
"39,9"
"39,5"
"38,8"
"38,7"
"1,9"
"40,7"
"10,4"
"39,8"
"39,5"
"8,5"
"38,8"
"4,9"
"38,9"
"39,2"
"6,9"
39
"40,3"
"40,2"
"0,7"
"38,9"
"38,9"
"38,9"
"38,2"
"38,8"
"14,1"
"1,3"
41
"38,8"
"38,6"
41
"38,7"
"40,5"
"39,6"
"38,8"
39
"9,2"
39
"8,4"
"40,1"
"39,2"
"39,8"
"37,7"
"38,9"
39
41
"39,7"
39
""
39
"40,5"
"41,3"
"40,6"
"38,8"
"41,3"
"40,9"
"39,3"
"0,7"
"37,1"
"39,2"
"2,3"
"39,5"
"38,9"
""
29
1
"6,1"
"38,5"
"9,3"
"38,1"
"38,9"
"38,9"
"33,4"
"39,6"
"40,7"
"40,2"
"40,2"
"38,8"
"19,3"
"40,1"
"39,7"
"38,9"
"40,4"
"41,2"
"39,5"
"32,6"
"38,6"
"36,5"
"40,8"
"38,9"
"38,8"
""
"38,9"
"0,8"
"40,2"
"41,1"
"39,5"
"40,7"
39
"3,9"
"39,8"
"39,4"
"39,1"
"39,3"
""
"38,9"
"38,8"
39
39
"39,4"
"5,3"
"39,7"
"9,3"
"6,6"
"39,1"
"40,4"
"38,9"
"40,9"
"38,8"
"39,2"
39
"15,5"
"15,1"
"39,9"
"38,9"
39
"38,8"
"38,8"
"1,3"
39
"38,2"
"38,8"
"38,9"
"40,4"
"35,7"
41
"36,6"
"2,5"
40
"39,1"
"40,7"
"2,2"
39
"4,5"
39
"38,8"
"37,6"
"38,9"
"39,5"
"9,8"
"38,8"
"36,4"
"40,5"
""
"38,9"
""
"30,6"
"39,5"
"38,8"
"39,2"
"39,3"
"38,8"
"5,7"
"37,8"
"39,2"
39
"6,6"
"39,2"
"41,1"
"36,3"
"38,8"
"40,3"
"40,8"
"36,5"
"11,3"
"39,7"
"38,8"
"41,3"
"40,3"
"39,5"
"39,2"
"39,5"
"41,2"
"38,9"
"39,5"
"9,8"
"41,1"
"38,9"
"38,9"
"25,1"
"21,5"
"38,9"
"5,1"
"40,9"
"39,5"
"38,6"
"38,8"
"38,8"
39
"36,8"
"40,3"
"16,3"
"36,1"
"40,9"
"1,2"
39
"38,9"
"39,9"
"38,9"
"39,2"
"37,5"
"3,8"
"40,4"
"39,2"
"39,6"
"39,8"
"39,1"
"40,7"
"39,2"
"4,7"
"38,8"
"40,4"
"39,4"
"39,3"
"38,8"
"36,3"
"39,1"
39
"39,1"
"7,9"
"32,8"
"39,2"
"39,5"
"38,9"
"38,9"
"38,7"
"38,8"
"39,5"
"7,8"
"41,2"
"40,1"
"39,2"
"40,2"
"41,3"
"39,2"
"37,3"
"3,7"
"38,9"
"38,9"
"16,1"
"1,4"
"39,7"
"38,9"
"40,7"
"38,8"
"38,9"
"38,9"
41
"40,8"
"39,1"
"41,2"
"40,3"
39
""
"38,7"
"38,9"
39
"0,7"
"38,9"
"39,2"
"39,5"
"39,9"
"39,9"
"38,1"
"40,1"
"9,4"
"39,5"
"38,9"
38
"38,9"
"38,8"
"39,2"
"38,8"
"39,3"
39
"4,2"
"39,9"
39
"40,2"
""
"41,2"
"40,8"
"39,5"
"38,4"
"39,8"
"38,8"
"36,6"
"39,2"
39
"14,1"
"39,2"
""
40
"41,3"
""
"38,8"
"39,6"
"8,2"
"17,5"
"38,8"
"38,5"
""
"41,3"
"40,1"
"37,3"
21
39
"0,9"
"39,2"
"38,8"
"41,2"
"39,9"
39
"39,3"
"40,1"
"36,4"
"40,6"
"40,8"
"41,1"
"39,2"
""
""
"15,9"
"38,8"
""
"39,3"
"39,5"
""
39
"41,2"
"41,2"
"39,5"
"40,4"
"39,3"
"10,8"
"38,8"
"38,9"
"38,7"
"1,2"
"40,7"
39
"39,5"
"40,8"
"11,6"
"38,8"
"40,2"
"39,2"
"41,1"
"38,9"
"39,3"
"40,9"
"38,8"
"40,9"
39
"40,2"
"41,2"
"39,2"
39
41
"38,9"
"39,7"
"5,4"
36
"39,5"
"40,2"
"36,4"
"39,5"
"38,8"
"38,7"
39
"18,8"
"37,5"
"39,2"
"39,9"
39
"26,1"
"40,8"
"39,1"
"38,9"
"38,9"
"40,1"
"40,4"
"38,9"
"38,8"
"39,5"
"41,1"
39
"36,3"
""
"38,7"
"0,8"
